Site_Id,Unit_Id,Read_Date,Salinity (ppt),Dissolved Oxygen (mg/L),pH (standard units),Secchi Depth (m),Water Depth (m),Water Temp (?C),Air Temp-Celsius,Air Temp (?F),Time (24:00),Field_Tech,DateVerified,WhoVerified,AirTemp (C),Year
0,,2/14/2018,0,6,6,0.5,0.5,5,,45,938,Sue Poe,10/30/2019,Christine Folks,7.222222222,2018
0,,1/16/2018,,,,,,,,37,,Sue Poe,10/30/2019,Christine Folks,2.777777778,2018
0,,03-07-2018,0,9.2,7,0.1,0.1,9,,47,09:45,Sue Poe,10/30/2019,Christine Folks,8.333333333,2018
0,,3/22/2018,0,8.8,6,0.2,0.5,6,,40,09:40,Sue Poe,10/30/2019,Christine Folks,4.444444444,2018
0,,04-04-2018,0.66,7.9,6.5,0.1,0.9,17,,70,09:35,Sue Poe,10/30/2019,Christine Folks,21.11111111,2018
0,,4/17/2018,1.2,7.8,6.5,0.2,1,14,,48,09:35,Sue Poe,10/30/2019,Christine Folks,8.888888889,2018
0,,05-10-2018,0.18,6,6.5,0.2,0.4,20,,62,09:40,Sue Poe,10/30/2019,Christine Folks,16.66666667,2018
0,,5/25/2018,2.3,6.9,6.5,0.4,0.9,25,,73,09:45,Sue Poe,10/30/2019,Christine Folks,22.77777778,2018
0,,6/14/2018,0.1,5.6,7,0.5,0.9,24,,82,09:35,Sue Poe,10/30/2019,Christine Folks,27.77777778,2018
0,,6/27/2018,,6,7,0.4,0.8,24,,76,09:40,Sue Poe,10/30/2019,Christine Folks,24.44444444,2018
0,,7/18/2018,2.6,6.2,7,0.6,0.9,26,,80,09:40,Sue Poe,10/30/2019,Christine Folks,26.66666667,2018
0,,08-01-2018,1.9,3.8,7,0.5,1.2,26,,82,09:30,Sue Poe,10/30/2019,Christine Folks,27.77777778,2018
0,,8/14/2018,2.1,6,7,0.5,0.9,26,,76,09:30,Sue Poe,10/30/2019,Christine Folks,24.44444444,2018
0,,09-04-2018,1.9,6.2,7.5,0.4,0.7,28,,82,09:40,Sue Poe,10/30/2019,Christine Folks,27.77777778,2018
0,,9/20/2018,1.6,4.2,7,0.4,1,25,,78,09:30,Sue Poe,10/30/2019,Christine Folks,25.55555556,2018
1,,4/24/2019,,,,,,,,,,Sue Poe,10/30/2019,Christine Folks,-17.77777778,2019
1,,05-08-2019,0,,7,0.4,0.9,27,,71,10:50,Sue Poe,10/30/2019,Christine Folks,21.66666667,2019
1,,5/23/2019,0,4.9,7,0.4,0.6,25,,69,10:45,Sue Poe,10/30/2019,Christine Folks,20.55555556,2019
1,,06-05-2019,2,,8,0.6,0.8,28,,73,10:55,Sue Poe,10/31/2019,Christine Folks,22.77777778,2019
1,,07-03-2019,0,,7,0.7,0.8,33,,87,10:45,Sue Poe,10/31/2019,Christine Folks,30.55555556,2019
1,,08-06-2019,,,7.5,0.7,0.9,31,,81,10:50,Sue Poe,10/31/2019,Christine Folks,27.22222222,2019
1,,8/20/2019,0,3.6,7,0.5,0.5,28,,84,10:40,Sue Poe,10/31/2019,Christine Folks,28.88888889,2019
1,,09-03-2019,0,,7,0.8,1,28,,80,10:45,Sue Poe,10/31/2019,Christine Folks,26.66666667,2019
1,,9/18/2019,0,4.6,7,0.6,0.6,23,,71,10:45,Sue Poe,10/31/2019,Christine Folks,21.66666667,2019
1,,10-11-2019,0,,7,0.6,0.6,19,,65,10:45,Sue Poe,10/31/2019,Christine Folks,18.33333333,2019
1,,10/23/2019,0,5.9,7,0.5,1,20,,63,10:25,Sue Poe,10/31/2019,Christine Folks,17.22222222,2019
2,,4/24/2019,0.2,7,,0.5,0.5,23,,69,10:30,Sue Poe,11-01-2019,Christine Folks,20.55555556,2019
2,,05-08-2019,0,,6.5,0.1,0.1,28,,71,10:45,Sue Poe,11-01-2019,Christine Folks,21.66666667,2019
2,,5/23/2019,0,4.1,7,0.3,0.3,27,,69,11:10,Sue Poe,11-01-2019,Christine Folks,20.55555556,2019
2,,06-05-2019,2,,9,0.2,0.2,27,,73,10:40,Sue Poe,11-01-2019,Christine Folks,22.77777778,2019
2,,07-03-2019,0,,7.5,0.1,0.1,33,,87,10:58,Sue Poe,11-05-2019,Christine Folks,30.55555556,2019
2,,08-06-2019,0,,7.5,0.1,0.1,31,,82,11:00,Sue Poe,11-05-2019,Christine Folks,27.77777778,2019
2,,8/20/2019,0,,7,0.1,0.1,31,,87,11:05,Sue Poe,11-05-2019,Christine Folks,30.55555556,2019
2,,09-03-2019,0.1,,7,0.1,0.1,30,,80,10:55,Sue Poe,11-05-2019,Christine Folks,26.66666667,2019
2,,9/18/2019,0,4.7,6.5,0.2,0.2,23,,71,11:00,Sue Poe,11-05-2019,Christine Folks,21.66666667,2019
2,,10-11-2019,0,,7,0.1,0.1,20,,65,10:55,Sue Poe,11-05-2019,Christine Folks,18.33333333,2019
2,,10/23/2019,0,4.6,6.5,0.2,0.2,20,,63,10:55,Sue Poe,11-05-2019,Christine Folks,17.22222222,2019
4,,4/24/2019,0,,6.5,0.6,0.14,22,,68,10:18,Sue Poe,11-05-2019,Christine Folks,20,2019
4,,05-08-2019,0.24,4.8,6.5,0.7,0.13,24,,70,10:18,Sue Poe,11-05-2019,Christine Folks,21.11111111,2019
4,,11-05-2019,0,,6.5,9,12,27,,70,5/23/2019,Sue Poe,11-05-2019,Christine Folks,21.11111111,2019
4,,06-05-2019,0,4.1,7,0.6,1.1,15,,72,10:10,Sue Poe,11-05-2019,Christine Folks,22.22222222,2019
4,,07-03-2019,0,5.9,7,0.4,1.1,28,,86,10:30,Sue Poe,11-05-2019,Christine Folks,30,2019
4,,08-06-2019,0,3.6,6.5,0.7,1.2,25,,79,10:10,Sue Poe,11-05-2019,Christine Folks,26.11111111,2019
4,,8/20/2019,,,6.5,1.2,0.5,27,,84,10:15,Sue Poe,11-05-2019,Christine Folks,28.88888889,2019
4,,09-03-2019,0,5.5,7,0.5,1.2,28,,80,10:15,Sue Poe,11-05-2019,Christine Folks,26.66666667,2019
4,,9/18/2019,0,,7,0.5,1,23,,,10:15,Sue Poe,11-05-2019,Christine Folks,-17.77777778,2019
4,,10-11-2019,0,,6.5,0.9,1,20,,63,10:05,Sue Poe,11-05-2019,Christine Folks,17.22222222,2019
4,,10/23/2019,0,,6.5,0.9,1,20,,63,10:10,Sue Poe,11-05-2019,Christine Folks,17.22222222,2019
0,,4/24/2019,0.7,4,6.5,0.3,1,22,,68,09:45,Sue Poe,11-05-2019,Christine Folks,20,2019
0,,05-08-2019,0.8,5.3,7,0.4,0.7,22,,69,09:45,Sue Poe,11-05-2019,Christine Folks,20.55555556,2019
0,,5/23/2019,0.8,6.9,7,0.4,0.9,22,,69,09:30,Sue Poe,11-05-2019,Christine Folks,20.55555556,2019
0,,06-05-2019,9,4.2,8,0.4,0.9,24,,72,09:30,Sue Poe,11-06-2019,Christine Folks,22.22222222,2019
0,,07-03-2019,0,6.5,7.5,0.4,0.9,26,,85,09:35,Sue Poe,11-06-2019,Christine Folks,29.44444444,2019
0,,08-06-2019,0.01,4.4,7.5,0.4,0.8,25,,79,09:30,Sue Poe,11-06-2019,Christine Folks,26.11111111,2019
0,,8/20/2019,0,4,7,0.4,1,26,,82,09:45,Sue Poe,11-06-2019,Christine Folks,27.77777778,2019
0,,09-03-2019,0,4.5,9,0.4,0.9,27,,79,09:30,Sue Poe,11-06-2019,Christine Folks,26.11111111,2019
0,,9/18/2019,0.5,4.1,7.5,0.4,0.4,22.8,,71,09:30,Sue Poe,11-06-2019,Christine Folks,21.66666667,2019
0,,10-11-2019,0.1,6,,0.3,0.3,19,,65,09:30,Sue Poe,11-06-2019,Christine Folks,18.33333333,2019
0,,10/23/2019,0.5,6.2,7,0.5,0.9,19,,63,09:30,Sue Poe,11-06-2019,Christine Folks,17.22222222,2019
1,,02-06-2019,0,,6.5,0.1,0.5,15,,57,11:15,Sue Poe,11-12-2019,Christine Folks,13.88888889,2019
1,,2/28/2019,0,10,7,0.4,1.3,10,,46,10:45,Sue Poe,11-12-2019,Christine Folks,7.777777778,2019
1,,3/14/2019,0,,6.5,0.7,1.2,15,,60,11:10,Sue Poe,11-12-2019,Christine Folks,15.55555556,2019
1,,3/26/2019,0,7,6.5,0,0.4,11,,44,10:45,Sue Poe,11-12-2019,Christine Folks,6.666666667,2019
4,,5/23/2019,0,,6.5,0.9,1.2,27,,70,11:40,Sue Poe,11-12-2019,Christine Folks,21.11111111,2019
2,,02-06-2019,0,,6.5,0.2,0.2,15,,57,10:45,Sue Poe,11-12-2019,Christine Folks,13.88888889,2019
2,,2/28/2019,0,8.7,6.5,0.4,0.4,10,,46,10:20,Sue Poe,11-12-2019,Christine Folks,7.777777778,2019
2,,3/14/2019,0,,6.5,0.4,0.4,15,,60,11:00,Sue Poe,11-12-2019,Christine Folks,15.55555556,2019
2,,3/26/2019,0,9.5,7,0.3,0.3,12,,44,10:20,Sue Poe,11-12-2019,Christine Folks,6.666666667,2019
2,,04-10-2019,0.2,,7,0.2,0.2,19,,58,10:05,Sue Poe,11-12-2019,Christine Folks,14.44444444,2019
4,,02-06-2019,0,10,6.5,1,1.5,13,,46,10:20,Sue Poe,11-12-2019,Christine Folks,7.777777778,2019
4,,2/28/2019,0,,6.5,1,1.5,13,,46,10:05,Sue Poe,11-12-2019,Christine Folks,7.777777778,2019
4,,3/14/2019,0,8.3,6.5,1,1.4,16,,59,10:45,Sue Poe,11-12-2019,Christine Folks,15,2019
4,,3/26/2019,0,,6.5,0.9,1.4,14,,44,10:10,Sue Poe,11-12-2019,Christine Folks,6.666666667,2019
4,,04-10-2019,0,6.7,6.5,0.9,1.4,20,,57,10:15,Sue Poe,11-12-2019,Christine Folks,13.88888889,2019
0,,02-06-2019,0,6,7,0.4,0.6,15,,56,09:40,Sue Poe,11-12-2019,Christine Folks,13.33333333,2019
0,,2/28/2019,0.7,10,6.5,0.4,0.6,12,,46,09:30,Sue Poe,11-12-2019,Christine Folks,7.777777778,2019
0,,3/14/2019,0.6,8.7,6.5,0.4,0.8,15,,59,10:15,Sue Poe,11-12-2019,Christine Folks,15,2019
0,,4/26/2019,0.6,10,6.5,0.1,0.4,12,,44,09:40,Sue Poe,11-12-2019,Christine Folks,6.666666667,2019
0,,04-10-2019,0,7.4,6.5,0.2,0.7,19,,57,09:45,Sue Poe,11-12-2019,Christine Folks,13.88888889,2019
1,,8/13/2015,0,,7.5,0.5,0.6,27,,82,10:45,Sue Poe,11-12-2019,Christine Folks,27.77777778,2015
1,,8/27/2015,0,5.7,7,0.2,0.4,25,,79,10:40,Sue Poe,11-12-2019,Christine Folks,26.11111111,2015
1,,09-09-2015,0,10,7.5,0.2,0.2,29,,83,10:20,Sue Poe,11-12-2019,Christine Folks,28.33333333,2015
1,,9/22/2015,0,,7.5,0.7,0.7,25,,74,11:00,Sue Poe,11-12-2019,Christine Folks,23.33333333,2015
2,,8/13/2015,0,,7,0.2,0.2,27,,81,10:30,Sue Poe,11-12-2019,Christine Folks,27.22222222,2015
2,,8/27/2015,0,3.2,8.5,0.2,0.2,23,,79,10:20,Sue Poe,11-12-2019,Christine Folks,26.11111111,2015
2,,09-09-2015,0,,7.5,0.8,0.8,28,,84,10:50,Sue Poe,11-12-2019,Christine Folks,28.88888889,2015
2,,9/22/2015,0,2.3,8,0.3,0.3,24,,73,10:30,Sue Poe,11-12-2019,Christine Folks,22.77777778,2015
4,,8/13/2015,0,6.1,6,0.9,1.1,27,,82,10:10,Sue Poe,11-12-2019,Christine Folks,27.77777778,2015
4,,8/27/2015,0,,7,0.8,1,24,,79,10:05,Sue Poe,11-12-2019,Christine Folks,26.11111111,2015
4,,09-09-2015,0,4.8,7,0.6,0.9,28,,82,10:00,Sue Poe,11-12-2019,Christine Folks,27.77777778,2015
4,,9/22/2015,0,,7,0.7,0.9,24,,74,11:30,Sue Poe,11-12-2019,Christine Folks,23.33333333,2015
0,,8/13/2015,0,6.3,9,0.4,0.4,26,,82,09:45,Sue Poe,11-12-2019,Christine Folks,27.77777778,2015
0,,8/27/2015,0,5,8.5,0.4,0.7,23,,79,09:45,Sue Poe,11-12-2019,Christine Folks,26.11111111,2015
1,,10-11-2018,0,,6.5,0.4,0.4,27,,79,10:50,Sue Poe,11-12-2019,Christine Folks,26.11111111,2018
1,,10/24/2018,0,6.6,6.5,0.2,0.7,15,,58,10:55,Sue Poe,11-12-2019,Christine Folks,14.44444444,2018
1,,10/28/2019,0.1,,6.5,0.7,1,13,,49,11:00,Sue Poe,11-12-2019,Christine Folks,9.444444444,2019
1,,11-07-2018,0,,6.5,0.6,0.6,20,,65,10:58,Sue Poe,11-12-2019,Christine Folks,18.33333333,2018
1,,12-11-2018,0,,6.5,0.8,1.2,11,,42,10:40,Sue Poe,11-12-2019,Christine Folks,5.555555556,2018
2,,10-11-2018,0,,6.5,0.1,0.1,27,,79,10:35,Sue Poe,11-12-2019,Christine Folks,26.11111111,2018
2,,10/24/2018,0.1,6.7,6.5,0.2,0.2,15,,58,10:25,Sue Poe,11-12-2019,Christine Folks,14.44444444,2018
2,,10/28/2018,0.1,5,7,0.4,0.5,13,,49,10:30,Sue Poe,11-12-2019,Christine Folks,9.444444444,2018
2,,11-07-2018,,0,7,0.2,0.2,20,,65,10:45,Sue Poe,11-12-2019,Christine Folks,18.33333333,2018
2,,12-11-2018,0,,6.5,0.4,0.4,9,,42,10:20,Sue Poe,11-12-2019,Christine Folks,5.555555556,2018
4,,10-11-2018,0,6,6.5,0.7,1.2,26,,78,10:10,Sue Poe,11-12-2019,Christine Folks,25.55555556,2018
4,,10/24/2018,0,,6.5,0.6,1.3,16,,58,10:15,Sue Poe,11-12-2019,Christine Folks,14.44444444,2018
4,,10/28/2018,0,,6.5,1.1,1.2,13,,49,10:15,Sue Poe,11-12-2019,Christine Folks,9.444444444,2018
4,,11-07-2018,0,6.9,6.5,0.9,1.3,20,,65,10:22,Sue Poe,11-12-2019,Christine Folks,18.33333333,2018
4,,12-11-2018,0,,6.5,1.2,1.4,11,,42,10:15,Sue Poe,11-12-2019,Christine Folks,5.555555556,2018
0,,10-11-2018,1.9,5,7,4,1.2,25,,78,09:30,Sue Poe,11/13/2019,Christine Folks,25.55555556,2018
0,,10/24/2018,0,9,7,0.3,0.6,18,,58,09:30,Sue Poe,11/13/2019,Christine Folks,14.44444444,2018
0,,10/28/2018,0.9,2.9,7,0.4,0.9,13,,49,09:20,Sue Poe,11/13/2019,Christine Folks,9.444444444,2018
0,,11-07-2018,1.7,,7,0.45,0.9,20,,65,09:45,Sue Poe,11/13/2019,Christine Folks,18.33333333,2018
0,,12-11-2018,0.1,,7,0.1,0.1,10,,42,09:40,Sue Poe,11/13/2019,Christine Folks,5.555555556,2018
