Site_Id,Unit_Id,Read_Date,Salinity (ppt),Dissolved Oxygen (mg/L),pH (standard units),Secchi Depth (m),Water Depth (m),Water Temp (?C),Air Temp-Celsius,Air Temp (?F),Time (24:00),Field_Tech,DateVerified,WhoVerified,AirTemp (C),Year
2,,11-03-2015,0,,7,0.1,0.1,19,,66,10:35,Susan Poe,01-04-2016,Kayla Braasch,18.88888889,2015
4,,11-03-2015,0,6.6,6.5,1.2,1.3,18,,65,10:15,Susan Poe,01-04-2016,Kayla Braasch,18.33333333,2015
0,,11-03-2015,0,6.6,7,0.4,0.6,28,,65,09:45,Susan Poe,01-04-2016,Kayla Braasch,18.33333333,2015
0,,11/17/2015,0,5.5,7.5,0.25,0.8,13,,55,09:35,Susan Poe,01-04-2016,Kayla Braasch,12.77777778,2015
1,,11/17/2015,0,6.5,6.5,0.5,0.5,15,,56,11:00,Susan Poe,01-04-2016,Kayla Braasch,13.33333333,2015
2,,11/17/2015,0,8,7,0.1,0.1,14,,55,10:35,Susan Poe,01-04-2016,Kayla Braasch,12.77777778,2015
4,,11/17/2015,0,,6.5,0.9,1.5,14,,57,11:25,Susan Poe,01-04-2016,Kayla Braasch,13.88888889,2015
0,,,0,,7,0.3,0.5,14,,52,09:20,Susan Poe,,,11.11111111,1899
1,,12-01-2015,0,,7,0.5,0.5,15,,52,10:45,Susan Poe,01-04-2016,Kayla Braasch,11.11111111,2015
2,,12-01-2015,0,,6.5,0.1,0.1,14,,52,10:38,Susan Poe,01-04-2016,Kayla Braasch,11.11111111,2015
4,,12-01-2015,0,7.1,6.5,0.8,1.6,,,52,10:10,Susan Poe,01-04-2016,Kayla Braasch,11.11111111,2015
1,,12/15/2015,0,,7,0.6,0.6,15,,63,10:50,Susan Poe,01-04-2016,Kayla Braasch,17.22222222,2015
2,,12/15/2015,0,,6.5,0.3,0.3,17,,63,10:40,Susan Poe,01-04-2016,Kayla Braasch,17.22222222,2015
4,,12/15/2015,0,6.6,6,0.7,1.8,16,,63,10:00,Susan Poe,01-04-2016,Kayla Braasch,17.22222222,2015
0,,12/15/2015,0,7.9,7,0.5,0.8,17,,63,09:20,Susan Poe,01-04-2016,Kayla Braasch,17.22222222,2015
0,,12-01-2015,0,,7,0.3,0.5,14,,52,09:20,Susan Poe,01-04-2016,Kayla Braasch,11.11111111,2015
1,,12/30/2015,0,,6,0.7,1.3,17,,60,12:40,Susan Poe,01-11-2016,Kayla Braasch,15.55555556,2015
2,,12/30/2015,0,,6,0.3,0.3,17,,60,12:30,Susan Poe,01-11-2016,Kayla Braasch,15.55555556,2015
4,,12/30/2015,0,6.2,6,0.7,1.4,19,,59,12:00,Susan Poe,01-11-2016,Kayla Braasch,15,2015
0,,12/30/2015,0,8.7,7,0.7,0.9,18,,59,11:20,Susan Poe,01-11-2016,Kayla Braasch,15,2015
1,,1/13/2016,0,6.5,6.5,0.5,0.8,7,,39,10:15,Susan Poe,1/15/2016,Kayla Braasch,3.888888889,2016
0,,1/13/2016,0,9.1,7,0.5,0.9,5,,39,09:45,Susan Poe,1/15/2016,Kayla Braasch,3.888888889,2016
4,,1/13/2016,0,,6.5,0.7,1.9,6,,40,11:30,Susan Poe,1/15/2016,Kayla Braasch,4.444444444,2016
2,,1/13/2016,0,6.6,6.5,0.3,0.3,5,,40,11:00,Susan Poe,1/15/2016,Kayla Braasch,4.444444444,2016
1,,02-11-2016,0,,6,0.4,1,5,,27,10:50,Susan Poe,2/29/2016,Kayla Braasch,-2.777777778,2016
2,,02-11-2016,0,,6,0.6,0.6,2,,27,10:35,Susan Poe,2/29/2016,Kayla Braasch,-2.777777778,2016
4,,02-11-2016,0,10,5.5,0.6,1.3,3,,27,10:00,Susan Poe,2/29/2016,Kayla Braasch,-2.777777778,2016
0,,02-11-2016,0,9.5,7,0.1,0.2,5,,27,09:15,Susan Poe,2/29/2016,Kayla Braasch,-2.777777778,2016
0,,2/23/2016,0,9,7,0.4,0.6,11,,48,09:30,Susan Poe,2/29/2016,Kayla Braasch,8.888888889,2016
2,,2/23/2016,0,8,,0.4,0.4,11,,48,10:15,Susan Poe,2/29/2016,Kayla Braasch,8.888888889,2016
1,,2/23/2016,0,7.5,6.5,0.5,1,11,,48,10:45,Susan Poe,2/29/2016,Kayla Braasch,8.888888889,2016
4,,2/23/2016,0,,6.5,0.8,1.8,10,,48,11:15,Susan Poe,2/29/2016,Kayla Braasch,8.888888889,2016
0,,03-08-2016,0,9.5,7,0.3,0.7,11,,60,09:35,Susan Poe,3/28/2016,Kayla Braasch,15.55555556,2016
4,,03-08-2016,0,9.5,6.5,0.9,1.8,12,,60,10:10,Susan Poe,3/28/2016,Kayla Braasch,15.55555556,2016
2,,03-08-2016,0,,7,0.7,0.7,12,,62,10:45,Susan Poe,3/28/2016,Kayla Braasch,16.66666667,2016
1,,03-08-2016,0,,7,0.3,1,12,,62,11:00,Susan Poe,3/28/2016,Kayla Braasch,16.66666667,2016
1,,3/22/2016,0,7.1,6.5,0.6,0.6,11,,48,10:30,Susan Poe,3/28/2016,Kayla Braasch,8.888888889,2016
2,,3/22/2016,0,6.5,7,0.3,0.3,11,,50,11:00,Susan Poe,3/22/2016,Kayla Braasch,10,2016
4,,3/22/2016,0,,6.5,0.8,1.8,12,,50,11:30,Susan Poe,3/22/2016,Kayla Braasch,10,2016
0,,3/22/2016,0,7.1,7,0.4,0.4,10,,48,09:30,Susan Poe,3/28/2016,Kayla Braasch,8.888888889,2016
1,,4/14/2016,0,,6.5,0.5,0.6,15,,48,11:00,Susan Poe,4/19/2016,Kayla Braasch,8.888888889,2016
2,,4/14/2016,0,,8,0.2,0.2,14,,48,10:45,Susan Poe,4/19/2016,Kayla Braasch,8.888888889,2016
4,,4/14/2016,0,6,6.5,0.9,1.3,14,,48,10:20,Sue Poe,4/19/2016,Kayla Braasch,8.888888889,2016
0,,4/14/2016,0,7.9,7,0.3,0.3,13,,48,09:30,Sue Poe,4/19/2016,Kayla Braasch,8.888888889,2016
0,,05-03-2016,0,4.5,7,0.4,0.9,21,,65,09:40,Sue Poe,05-06-2016,Kayla Braasch,18.33333333,2016
1,,05-03-2016,0,,7,0.4,0.9,22,,66,10:50,Sue Poe,05-06-2016,Kayla Braasch,18.88888889,2016
2,,05-03-2016,0,,6.5,0.2,0.2,20,,66,10:40,Sue Poe,05-06-2016,Kayla Braasch,18.88888889,2016
4,,05-03-2016,0,,6.5,0.5,1.2,21,,66,10:15,Sue Poe,05-06-2016,Kayla Braasch,18.88888889,2016
1,,8/31/2016,0,3.9,7.5,0.4,0.4,28,,82,10:40,Sue Poe,8/31/2016,Kayla Braasch,27.77777778,2016
2,,8/31/2016,0,4.2,8.5,0.01,0.01,28,,81,10:20,Sue Poe,8/31/2016,Kayla Braasch,27.22222222,2016
4,,8/31/2016,0,,6.5,0.9,0.9,29,,81,10:00,Sue Poe,8/31/2016,Kayla Braasch,27.22222222,2016
0,,8/31/2016,0,4.3,8.5,0.3,0.5,27,,81,09:15,Sue Poe,8/31/2016,Kayla Braasch,27.22222222,2016
1,,9/22/2016,0,,6.5,0.6,0.7,25,,75,11:00,Sue Poe,,,23.88888889,2016
2,,9/22/2016,0,,6.5,0.3,0.3,24,,75,10:40,Sue Poe,,,23.88888889,2016
4,,9/22/2016,0,5,6,0.6,1.8,,,75,10:15,Sue Poe,,,23.88888889,2016
0,,9/22/2016,0,3.2,7,0.9,1,23,,75,09:45,Sue Poe,,,23.88888889,2016
1,,10-05-2016,0,3.8,6.5,0.5,0.5,22,,70,19:50,Sue Poe,,,21.11111111,2016
2,,10-05-2016,0,2.9,6.5,0.3,0.3,25,,70,10:30,Sue Poe,,,21.11111111,2016
4,,,0,3.9,6.5,0.3,1.8,22,,70,10:00,Sue Poe,,,21.11111111,1899
0,,10-05-2016,0,6.8,,0.4,0.6,21,,70,09:30,Sue Poe,,,21.11111111,2016
1,,10/18/2016,0,,6.5,0.2,0.5,22,19,67,10:55,Sue Poe,04-11-2017,Erin Bailey,19.44444444,2016
2,,10/18/2016,0,,6.5,0.3,0.3,24,19,66,10:40,Sue Poe,04-11-2017,Erin Bailey,18.88888889,2016
0,,10/18/2016,0,6.3,7,0.5,1.2,,18,65,09:45,Sue Poe,04-11-2017,Erin Bailey,18.33333333,2016
4,,10/18/2016,0,6,6.5,0.5,1.4,25,19,66,10:15,Sue Poe,04-11-2017,Erin Bailey,18.88888889,2016
4,,11-02-2016,0,,6.5,0.8,1.6,17,16,60,11:10,Sue Poe,04-11-2017,Erin Bailey,15.55555556,2016
2,,11-02-2016,0,3.8,6.5,0.2,0.2,16,16,60,10:45,Sue POE,04-11-2017,Erin Bailey,15.55555556,2016
1,,11-02-2016,0,4.4,6.5,0.2,0.4,16,16,60,10:15,Sue Poe,04-11-2017,Erin Bailey,15.55555556,2016
0,,11-02-2016,0,6.3,6.7,0.7,0.7,17,16,60,09:30,Sue Poe,04-11-2017,Erin Bailey,15.55555556,2016
1,,11/16/2016,0,,6.5,0.3,0.4,18,13,55,10:50,Sue Poe,04-11-2017,Erin Bailey,12.77777778,2016
2,,11/16/2016,0,,6.5,0.25,0.25,12,13,55,10:40,Sue Poe,04-11-2017,Erin Bailey,12.77777778,2016
4,,11/16/2016,0,8.8,6.5,1,1.3,14,13,55,10:20,Sue Poe,04-11-2017,Erin Bailey,12.77777778,2016
0,,11/16/2016,0,9,7,0.7,0.8,13,13,55,09:45,Sue Poe,04-11-2017,Erin Bailey,12.77777778,2016
1,,12-07-2016,0,,7,0.3,0.5,11,9,48,11:00,Sue Poe,04-11-2017,Erin Bailey,8.888888889,2016
2,,12-07-2016,0,,6.5,0.5,0.5,10,9,48,10:45,Sue Poe,04-11-2017,Erin Bailey,8.888888889,2016
0,,12-07-2016,0,7.6,7,0.4,0.5,11,9,48,09:15,Sue Poe,04-11-2017,Erin Bailey,8.888888889,2016
4,,12-07-2016,0,10,6.5,0.9,1.1,11,9,48,10:15,Sue Poe,04-11-2017,Erin Bailey,8.888888889,2016
1,,12/20/2016,0,,7,0.4,0.4,6,3,38,10:57,Sue Poe,04-11-2017,Erin Bailey,3.333333333,2016
0,,12/20/2016,0,6.7,7,3,3.5,5,3,38,09:40,Sue Poe,04-11-2017,Erin Bailey,3.333333333,2016
2,,12/20/2016,0,,6.5,0.4,0.4,5,3,38,10:45,Sue Poe,04-11-2017,Erin Bailey,3.333333333,2016
4,,12/20/2016,0,10,6.5,1.7,1.7,5,3,38,10:15,Sue Poe,04-11-2017,Erin Bailey,3.333333333,2016
4,,1/24/2017,0,,6,0.7,1.2,9,7,45,11:15,Sue Poe,04-11-2017,Erin Bailey,7.222222222,2017
1,,1/24/2017,0,7.9,,0.5,0.6,9,7,45,10:45,Sue Poe,04-11-2017,Erin Bailey,7.222222222,2017
0,,1/24/2017,0,3.2,7,0.3,0.6,9,7,45,09:45,Sue Poe,04-11-2017,Erin Bailey,7.222222222,2017
2,,1/24/2017,0,7.6,6.5,0.3,0.5,8,7,45,10:15,Sue Poe,04-11-2017,Erin Bailey,7.222222222,2017
1,,02-07-2017,0,,7,0.5,0.7,9,15,59,11:00,Sue Poe,04-11-2017,Erin Bailey,15,2017
4,,02-07-2017,0,10,6.5,0.9,1.3,10,14,58,10:25,Sue Poe,04-11-2017,Erin Bailey,14.44444444,2017
0,,02-07-2017,0,8.2,7,0.3,0.6,9,14,58,09:30,Sue Poe,04-11-2017,Erin Bailey,14.44444444,2017
2,,02-07-2017,0,,7,0.3,0.3,11,15,59,10:50,Sue poe,04-11-2017,Erin Bailey,15,2017
4,,2/21/2017,0,,6.5,0.9,1.1,13,10,50,11:20,Sue Poe,04-11-2017,Erin Bailey,10,2017
1,,2/21/2017,0,5.7,6.5,0.5,0.9,13,10,50,10:25,Sue Poe,04-11-2017,Erin Bailey,10,2017
0,,2/21/2017,0,5.2,7,0.3,0.5,13,9,48,09:25,Sue Poe,04-11-2017,Erin Bailey,8.888888889,2017
2,,2/21/2017,0,5.2,7,0.5,0.5,12,9,48,10:10,Sue Poe,04-11-2017,Erin Bailey,8.888888889,2017
0,,03-08-2017,0,7.1,7,0.3,0.5,13,8,47,09:30,Sue Poe,04-11-2017,Erin Bailey,8.333333333,2017
1,,03-08-2017,0,,6.5,0.4,0.4,13,9,48,11:10,Sue Poe,04-11-2017,Erin Bailey,8.888888889,2017
2,,03-08-2017,0,,6.5,0.2,0.4,13,8,47,11:00,Sue Poe,04-11-2017,Erin Bailey,8.333333333,2017
4,,03-08-2017,0,10,6.5,1.6,1.6,12,8,47,10:15,Sue Poe,04-11-2017,Erin Bailey,8.333333333,2017
4,,3/21/2017,0,,6.5,0.9,1.7,10,11,51,11:05,Sue Poe,04-11-2017,Erin Bailey,10.55555556,2017
1,,3/21/2017,0,,,,,,11,51,10:45,Sue Poe,04-11-2017,Erin Bailey,10.55555556,2017
2,,3/21/2017,0,5,7,0.3,0.3,10,11,51,10:15,Sue Poe,04-11-2017,Erin Bailey,10.55555556,2017
0,,3/21/2017,0,3.2,7,0.3,0.3,10,10,50,09:30,Sue Poe,04-11-2017,Erin Bailey,10,2017
1,,04-04-2017,0,,7,0.5,0.6,20,21.7,71,11:00,Sue Poe,,,21.66666667,2017
2,,04-04-2017,0,,7,0.2,0.3,19,21.7,71,10:50,Sue Poe,,,21.66666667,2017
1,,4/18/2017,0,,6.5,0.4,0.9,19,,61,10:50,Susan Poe,08-07-2017,Carly Sibilia,16.11111111,2017
1,,05-11-2017,0,,6.5,0.4,0.7,19,,63,10:45,Susan Poe,08-07-2017,Carly Sibilia,17.22222222,2017
1,,5/25/2017,0,4.2,6.5,0.6,0.8,22,,72,10:25,Susan Poe,08-07-2017,Carly Sibilia,22.22222222,2017
1,,06-07-2017,0,,6.5,0.5,0.6,23,,65,10:17,Susan Poe,08-07-2017,Carly Sibilia,18.33333333,2017
1,,6/19/2017,0,,6.5,0.5,0.7,27,,72,10:50,Susan Poe,08-07-2017,Carly Sibilia,22.22222222,2017
1,,07-11-2017,0,,7,0.5,0.5,31,,76,10:40,Susan Poe,08-07-2017,Carly Sibilia,24.44444444,2017
1,,7/25/2017,0,3.6,7,0.8,0.9,27,,82,11:30,Susan Poe,08-07-2017,Carly Sibilia,27.77777778,2017
2,,4/18/2017,0,,6.5,0.4,0.4,19,,61,10:40,Susan Poe,08-07-2017,Carly Sibilia,16.11111111,2017
2,,05-11-2017,0,,6.5,0.2,0.2,18,,62,10:35,Susan Poe,08-07-2017,Carly Sibilia,16.66666667,2017
2,,5/25/2017,,,,,,,,72,10:15,Susan Poe,,,22.22222222,2017
2,,06-07-2017,0,,,,,,,64,,Susan Poe,,,17.77777778,2017
2,,6/19/2017,0,3.9,7,0.5,0.5,26,,72,10:30,Susan Poe,08-07-2017,Carly Sibilia,22.22222222,2017
2,,07-11-2017,0,,7,0.5,0.5,31,,76,10:40,Susan Poe,08-07-2017,Carly Sibilia,24.44444444,2017
2,,7/25/2017,0,4.2,7,0.2,0.2,28,,81,10:55,Susan Poe,08-07-2017,Carly Sibilia,27.22222222,2017
4,,4/18/2017,0,7.3,6,1,1.1,17,,61,10:10,Susan Poe,08-07-2017,Carly Sibilia,16.11111111,2017
4,,05-11-2017,0,6.5,6.5,0.8,1.7,19,,62,10:05,Susan Poe,08-07-2017,Carly Sibilia,16.66666667,2017
4,,5/25/2017,0,,6.5,0.7,1.8,22,,73,10:55,Susan Poe,08-07-2017,Carly Sibilia,22.77777778,2017
4,,06-07-2017,0,4.6,6.5,0.7,1.6,22,,64,10:20,Susan Poe,08-07-2017,Carly Sibilia,17.77777778,2017
4,,6/19/2017,0,,6.5,0.7,1.2,26,,72,10:15,Susan Poe,08-07-2017,Carly Sibilia,22.22222222,2017
4,,07-11-2017,0,5.3,6.5,0.7,1.1,29,,75,10:05,Susan Poe,08-07-2017,Carly Sibilia,23.88888889,2017
4,,7/25/2017,0,,6.5,0.9,1.2,29,,82,11:55,Susan Poe,08-07-2017,Carly Sibilia,27.77777778,2017
0,,4/18/2017,0,6,6,0.4,0.7,20,,61,09:35,Susan Poe,08-07-2017,Carly Sibilia,16.11111111,2017
0,,05-11-2017,0,5,6,0.4,0.4,18,,62,09:30,Susan Poe,08-07-2017,Carly Sibilia,16.66666667,2017
0,,5/25/2017,0,6.9,7,0.5,0.9,20,,72,09:30,Susan Poe,08-07-2017,Carly Sibilia,22.22222222,2017
0,,06-07-2017,0,3.5,6,0.6,0.9,21,,64,09:30,Susan Poe,08-07-2017,Carly Sibilia,17.77777778,2017
0,,6/19/2017,0,4.3,6.5,0.5,1,25,,72,09:30,Susan Poe,08-07-2017,Carly Sibilia,22.22222222,2017
0,,07-11-2017,0,4.7,7,0.4,0.9,27,,75,09:35,Susan Poe,08-07-2017,Carly Sibilia,23.88888889,2017
0,,7/25/2017,0,6.2,7,0.4,0.9,26,,81,10:25,Susan Poe,08-07-2017,Carly Sibilia,27.22222222,2017
1,,04-04-2017,0,,7,0.5,0.6,20,,71,11:00,Susan Poe,08-07-2017,Carly Sibilia,21.66666667,2017
2,,04-04-2017,0,,7,0.2,0.3,19,,71,10:50,Susan Poe,08-07-2017,Carly Sibilia,21.66666667,2017
4,,04-04-2017,0,6.2,6.5,1,1.1,19,,70,10:20,Susan Poe,08-07-2017,Carly Sibilia,21.11111111,2017
0,,04-04-2017,0,4.2,6.25,0.2,0.9,19,,69,09:30,Susan Poe,08-07-2017,Carly Sibilia,20.55555556,2017
1,,08-08-2017,0,,6.5,0.8,1,25,,70,10:50,Sue Poe,10/17/2017,Carly Sibilia,21.11111111,2017
2,,08-08-2017,0,,6.5,0.1,0.1,25,,70,11:00,Sue Poe,10/17/2017,Carly Sibilia,21.11111111,2017
4,,08-08-2017,0,4.8,,0.9,1.7,25,,70,10:30,Sue Poe,10/17/2017,Carly Sibilia,21.11111111,2017
0,,08-08-2017,0,6.2,7,0.4,0.9,25,,70,10:00,Sue Poe,10/17/2017,Carly Sibilia,21.11111111,2017
1,,09-12-2017,0,,7,0.4,0.4,21,,72,11:00,Sue Poe,10/17/2017,Carly Sibilia,22.22222222,2017
2,,09-12-2017,0,,6.5,0.3,0.3,20,,72,10:50,Sue Poe,10/17/2017,Carly Sibilia,22.22222222,2017
4,,09-12-2017,0,5.8,6.5,1,1.7,20,,72,10:15,Sue Poe,10/17/2017,Carly Sibilia,22.22222222,2017
0,,09-12-2017,0,6,7,0.3,0.3,20,,72,09:30,Sue Poe,10/17/2017,Carly Sibilia,22.22222222,2017
2,,9/29/2017,0,3,7,0.1,0.1,24.5,,78,10:15,Sue Poe,10/17/2017,Carly Sibilia,25.55555556,2017
4,,9/29/2017,0,,6.5,1.3,1.3,25,,78,11:10,Sue Poe,10/17/2017,Carly Sibilia,25.55555556,2017
0,,9/29/2017,0,,,0.1,0.1,,,78,09:35,Sue Poe,10/17/2017,Carly Sibilia,25.55555556,2017
1,,10-12-2017,0,,6.5,0.3,0.4,25,,74,10:55,Sue Poe,10/17/2017,Carly Sibilia,23.33333333,2017
2,,10-12-2017,0,,7,0.1,0.1,25,,74,11:05,Sue Poe,10/17/2017,Carly Sibilia,23.33333333,2017
4,,10-12-2017,0,5.8,6.5,1.8,2.1,26,,74,10:25,Sue Poe,10/17/2017,Carly Sibilia,23.33333333,2017
0,,10-12-2017,0,5.2,7,1.5,1.9,25,,74,09:45,Susan Poe,10/17/2017,Carly Sibilia,23.33333333,2017
0,,10/26/2017,0,7.1,7,0.35,0.8,26,,54,09:40,Sue Poe,11/17/2017,Carly Sibilia,12.22222222,2017
1,,10/26/2017,0,6.8,6.5,0.2,0.4,27,,54,10:45,Sue Poe,11/17/2017,Carly Sibilia,12.22222222,2017
2,,10/26/2017,0,4.1,6.5,0.2,0.2,26,,54,10:15,Sue Poe,11/17/2017,Carly Sibilia,12.22222222,2017
4,,10/26/2017,0,,6.5,1.2,1.2,27,,54,11:15,Sue Poe,11/17/2017,Carly Sibilia,12.22222222,2017
0,,11-08-2017,,6.6,7,0.5,0.5,16,,52,09:30,Sue Poe,11/17/2017,Carly Sibilia,11.11111111,2017
4,,11-08-2017,,6.9,6.5,1.2,1.5,16,,52,10:20,Sue Poe,11/17/2017,Carly Sibilia,11.11111111,2017
2,,11-08-2017,,,6.5,0.2,0.2,15,,52,10:50,Sue Poe,11/17/2017,Carly Sibilia,11.11111111,2017
1,,11-08-2017,,,6.5,0.6,0.6,16,,52,11:00,Sue Poe,11/17/2017,Carly Sibilia,11.11111111,2017
1,,11/29/2017,,,,,,,,,,Sue Poe,10/29/2019,Christine Folks,-17.77777778,2017
1,,12-12-2017,0,,6.5,0.7,0.7,6,,48,11:25,Sue Poe,10/29/2019,Christine Folks,8.888888889,2017
2,,11/29/2017,0,5.2,6.5,0.2,0.2,6,,48,10:40,Sue Poe,10/29/2019,Christine Folks,8.888888889,2017
2,,12-12-2017,0,,6.5,0.2,0.2,6,,48,11:10,Sue Poe,10/29/2019,Christine Folks,8.888888889,2017
4,,11/29/2017,0,,6.5,1.3,1.3,7,,48,10:20,Sue Poe,10/29/2019,Christine Folks,8.888888889,2017
4,,12-12-2017,0,9.9,6.5,1.3,1.3,7,,48,11:40,Sue Poe,10/29/2019,Christine Folks,8.888888889,2017
0,,11/29/2017,0,10,7,0.6,0.8,9,,48,09:45,Sue Poe,10/29/2019,Christine Folks,8.888888889,2017
0,,12-12-2017,0,10,7,0.6,0.8,9,,48,10:00,Sue Poe,10/29/2019,Christine Folks,8.888888889,2017
1,,1/16/2018,0,,7,0.6,0.6,5,,37,11:05,Sue Poe,10/29/2019,Christine Folks,2.777777778,2018
1,,2/14/2018,0,,6.5,1,1.8,7,,45,10:50,Sue Poe,10/29/2019,Christine Folks,7.222222222,2018
1,,03-07-2018,0,,6.5,1.1,1.8,8,,47,11:00,Sue Poe,10/29/2019,Christine Folks,8.333333333,2018
1,,3/22/2018,0,8,6.5,0.7,0.9,7,,40,11:03,Sue Poe,10/29/2019,Christine Folks,4.444444444,2018
1,,,1,,7,0.6,1,17,,70,04-04-2018,Sue Poe,10/29/2019,Christine Folks,21.11111111,1899
1,,4/17/2018,1,,7,1.3,1.6,14,,48,10:55,Sue Poe,10/29/2019,Christine Folks,8.888888889,2018
1,,05-10-2018,0.1,,7,0.7,0.9,21,,65,,Sue Poe,10/29/2019,Christine Folks,18.33333333,2018
1,,5/25/2018,0.1,4,6.5,5.5,7,26,,84,10:45,Sue Poe,10/30/2019,Christine Folks,28.88888889,2018
1,,6/14/2018,0.1,,7,1,1.2,26,,84,10:40,Sue Poe,10/30/2019,Christine Folks,28.88888889,2018
1,,6/27/2018,0.1,4.7,4.8,0.5,0.5,27,,76,11:05,Sue Poe,10/30/2019,Christine Folks,24.44444444,2018
1,,7/18/2018,0.1,,7,0.5,0.5,28,,80,10:52,Sue Poe,10/23/2019,Christine Folks,26.66666667,2018
1,,08-01-2018,0,,6.5,0.5,1.2,29,,83,10:55,Sue Poe,10/30/2019,Christine Folks,28.33333333,2018
1,,8/14/2018,0,3.8,6.5,0.4,1.2,28,,78,,Sue Poe,10/30/2019,Christine Folks,25.55555556,2018
1,,09-04-2018,0,,6.5,0.8,0.8,31,,85,10:57,Sue Poe,10/30/2019,Christine Folks,29.44444444,2018
1,,9/20/2018,0.09,4.4,6.5,0.3,0.5,28,,80,10:55,Sue Poe,10/30/2019,Christine Folks,26.66666667,2018
1,,1/31/2018,0,10,7,1,1,3,,30,,Sue Poe,10/30/2019,Christine Folks,-1.111111111,2018
2,,1/31/2018,0,7.7,6.5,0.4,0.5,3,,30,10:20,Sue Poe,10/30/2019,Christine Folks,-1.111111111,2018
2,,1/16/2018,0,,6.5,0.3,0.3,5,,37,10:50,Sue Poe,10/30/2019,Christine Folks,2.777777778,2018
2,,2/14/2018,0,,6.5,0.5,0.5,8,,45,10:40,Sue Poe,10/30/2019,Christine Folks,7.222222222,2018
2,,03-07-2018,0,,6.5,0.2,0.2,8,,47,10:50,Sue Poe,10/30/2019,Christine Folks,8.333333333,2018
2,,3/22/2018,0,9.8,6.5,0.2,0.2,5,,40,10:22,Sue Poe,10/30/2019,Christine Folks,4.444444444,2018
2,,04-04-2018,1,,7,0.5,0.5,19,,70,10:35,Sue Poe,10/30/2019,Christine Folks,21.11111111,2018
2,,4/17/2018,1,8,6.5,0.4,0.4,10,,48,10:25,Sue Poe,10/30/2019,Christine Folks,8.888888889,2018
2,,05-10-2018,0.8,,7.5,0.3,0.3,22,,65,10:40,Sue Poe,10/30/2019,Christine Folks,18.33333333,2018
2,,5/25/2018,0.6,4.9,7,0.4,0.4,26.1,,74,10:10,Sue Poe,10/30/2019,Christine Folks,23.33333333,2018
2,,6/14/2018,0.08,,7,0.3,0.3,29,,83,10:30,Sue Poe,10/30/2019,Christine Folks,28.33333333,2018
2,,6/27/2018,0.7,3.7,7,0.2,0.2,26,,76,,Sue Poe,10/30/2019,Christine Folks,24.44444444,2018
2,,7/18/2018,0.8,,7,0.1,0.1,28,,80,10:40,Sue Poe,10/30/2019,Christine Folks,26.66666667,2018
2,,08-01-2018,8,,6.5,0.4,0.4,30,,83,10:35,Sue Poe,10/30/2019,Christine Folks,28.33333333,2018
2,,8/14/2018,0,7.3,6.5,0.2,0.2,27,,77,10:20,Sue Poe,10/30/2019,Christine Folks,25,2018
2,,09-04-2018,0,,6.5,0.2,0.2,30,,85,10:45,Sue Poe,10/30/2019,Christine Folks,29.44444444,2018
2,,9/20/2018,0,5,6.5,0.2,0.2,28,,80,10:25,Sue Poe,10/30/2019,Christine Folks,26.66666667,2018
4,,1/31/2018,0,,6.5,1.2,1.3,4,,30,10:10,Sue Poe,10/30/2019,Christine Folks,-1.111111111,2018
4,,1/16/2018,0,10,6.5,1.6,1.6,4,,37,09:50,Sue Poe,10/30/2019,Christine Folks,2.777777778,2018
4,,2/14/2018,0,9.5,6.5,1.3,1.4,6,,45,10:10,Sue Poe,10/30/2019,Christine Folks,7.222222222,2018
4,,03-07-2018,0,10,6.5,1,1.5,8,,47,10:15,Sue Poe,10/30/2019,Christine Folks,8.333333333,2018
4,,3/22/2018,0,,6.5,1.1,1.7,7,,40,10:05,Sue Poe,10/30/2019,Christine Folks,4.444444444,2018
4,,04-04-2018,1,8,,0.9,1.3,18,,70,10:00,Sue Poe,10/30/2019,Christine Folks,21.11111111,2018
4,,4/17/2018,1,,7,0.9,1.3,14,,48,10:00,Sue Poe,10/30/2019,Christine Folks,8.888888889,2018
4,,05-10-2018,0,6.3,6.5,0.8,1.2,21.4,,63,10:15,Sue Poe,10/30/2019,Christine Folks,17.22222222,2018
4,,5/25/2018,0,,6.5,0.9,1.6,25,,73,09:55,Sue Poe,10/30/2019,Christine Folks,22.77777778,2018
4,,6/14/2018,0,5,6.5,0.8,1.3,27,,82,10:05,Sue Poe,10/30/2019,Christine Folks,27.77777778,2018
4,,6/27/2018,0,,6.5,0.7,1.5,25,,76,10:25,Sue Poe,10/30/2019,Christine Folks,24.44444444,2018
4,,7/18/2018,0,4,,0.8,1.5,27,,80,10:10,Sue Poe,10/30/2019,Christine Folks,26.66666667,2018
4,,08-01-2018,0,4,6.5,0.5,1.6,28,,82,10:10,Sue Poe,10/30/2019,Christine Folks,27.77777778,2018
4,,8/14/2018,,,6.5,0.4,1.5,28,,77,10:05,Sue Poe,10/30/2019,Christine Folks,25,2018
4,,09-04-2018,0,3.2,6.5,0.8,1.3,30,,83,10:25,Sue Poe,10/30/2019,Christine Folks,28.33333333,2018
4,,9/20/2018,0,5,6.5,0.4,1.4,25,,80,10:05,Sue Poe,10/30/2019,Christine Folks,26.66666667,2018
0,,1/31/2018,0,8,7,0.1,0.2,4,,30,09:30,Sue Poe,10/30/2019,Christine Folks,-1.111111111,2018
4,,,0,,,,,,37,,,Sue Poe,10/30/2019,Christine Folks,-17.77777778,1899
